title,year,kdrama_id,director,screenwriter,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,music_score,story_score,acting_cast_score,rewatch_value_score,overall_score,n_helpful
The Law Cafe,2022.0,aececc285e954110a743d4ba9d1b77f4,['Lee Eun Jin'],"['Im Ji Eun', 'Im Eui Jung']",16.0,3780.0,9/5/2022,10/25/2022,"Monday, Tuesday",KBS2 Viki ViuTV,15+ - Teens 15 or older,"Jung Ho, Yu Ri, Se Yeon, and Jin Ki have been friends for 17 years since Seoyeon High. Jung Ho is a landlord who used to be called the Monster Genius of the prosecution. Despite his clumsiness, he is a cool guy with a mysterious charm. Yu Ri is an eccentric lawyer with a hot-temper that cannot stand injustice, which leads her to quit her firm and start a law cafe of her own. When she goes to see her landlord for the contract, she finds out that he is her old friend Jung Ho. From that point, a crazy relationship that develops from friendship to love begins.(Source: Viki)~~ Adapted from the web novel ""Love According to Law"" (법대로 사랑하라) written by No Seung Ah (노승아) and illustrated by Il Ri (일리).",1751.0,563.0,7.4,6.8,8.3,5.0,6.9,10.0
The First Responders,2022.0,0f94e6a127d546e19188c6f885c3dc78,['Shin Kyung Soo'],['Min Ji Eun'],12.0,3600.0,11/12/2022,12/30/2022,"Friday, Saturday",DRAMAcube ENA SBS SBS Plus,18+ Restricted (violence & profanity),"Follow the joint operations of a police force and a fire department, who together will tell a thrilling story. Fierce detective Jin Ho Gae is all about catching low-lifes. He solves cases with his excellent ability to grasp crime scenes, read a criminal's mind, and has a strong will to win. While the fearless firefighter Bong Do Jin, who seems cold on the outside, is nice to those around him, and he takes good care of victims. He rushes to fire sites without a moment of hesitation. Joining the duo is Song Seol, an empathetic paramedic who heals broken hearts while treating wounds.(Source: pinkvilla.com)",278.0,962.0,8.2,9.0,9.5,8.4,9.0,8.0
The Forbidden Marriage,2022.0,acd737f1fcc44eb6bb8e0ffe1455716b,"['Jung Hoon', 'Park Sang Woo']",['Cheon Ji Hye'],12.0,4200.0,12/9/2022,1/21/2023,"Friday, Saturday",MBC,15+ - Teens 15 or older,"Lee Heon is the king of Joseon. 7 years ago, when he was a crown prince, his beloved wife died. To this day, he has not been able to get over her death. For the past 7 years, the royal family and government members have tried to get King Lee Heon remarried without success. The nation has also implemented a geumhonryung edict, which is a ban on all single women marrying during this time when the king has not married. People are furious over the marriage ban. One day, King Lee Heon hears of a woman named Ye So Rang, who claims the spirit of the king's late wife exists within the royal palace.Meanwhile, Ye So Rang is a swindler and claims to interpret marital harmony signs. She is arrested and jailed where Officer Lee Shin Won works. To get out of her predicament, she pretends to be possessed by a spirit in front of Lee Shin Won. During her ruse, she mentions that the spirit of King Lee Heon's late wife exists within the royal palace. She is then brought in front of the king and he asks her if she can really see his late wife's spirit. To survive, Ye So Rang acts like her body is possessed by the king's late wife. Ye So Rang's lies get bigger and more audacious.(Source: AsianWiki)~~ Adapted from the webtoon ""Geumhonryeong: Joseon Honin Geumjiryeong"" (금혼령-조선혼인금지령) by Chun Ji Hye (천지혜).",780.0,698.0,7.5,7.4,8.1,6.1,7.2,13.0
The Fabulous,2022.0,95e4c83d559b4912936bd1ad5fb3dd0a,['Kim Jung Hyun'],Others,8.0,3240.0,12/23/2022,12/23/2022,Friday,Netflix,15+ - Teens 15 or older,"A story of people who have devoted their lives to the fashion industry and struggle to survive there.Ji Woo Min is a freelance retoucher, who is responsible for improving photographs. He is good looking and competent at his job, but he's not passionate about his work or with love.Since Pyo Ji Eun was little, she dreamed of working in the fashion field. She now works as the section chief of a luxury brand promotion agency. While she struggles to survive in the fashion field, she maintains herself with a bright personality and positive energy.(Source: AsianWiki)",4446.0,614.0,8.5,7.9,8.7,7.5,8.2,23.0
The Glory,2022.0,222e99e106ea4c77a813cada533ba427,['Ahn Gil Ho'],['Kim Eun Sook'],8.0,3000.0,12/30/2022,12/30/2022,Friday,Netflix,18+ Restricted (violence & profanity),"A high school student dreams of becoming an architect. However, she had to drop out of school after suffering from brutal school violence. Years later, the perpetrator gets married and has a kid. Once the kid is in elementary school, the former victim becomes her homeroom teacher and starts her thorough revenge towards the perpetrators and bystanders of her bullying days.",72.0,107.0,7.0,7.9,8.8,6.0,7.6,33.0
The Golden Spoon,2022.0,38bed0dcd0644ee897ef84d587aabd78,"['Song Hyun Wook', 'Lee Han Joon']","['Kim Eun Hee', 'Yoon Eun Kyung']",16.0,4800.0,9/23/2022,11/12/2022,"Friday, Saturday",MBC,15+ - Teens 15 or older,"Would you trade your poor but loving family for a life of riches? When Seung Cheon gets his hands on a magical spoon that allows him to switch lives with his rich best friend, he thinks it’s a no-brainer. But life-altering decisions are always accompanied by a sense of doubt, and with only three chances to change his mind, Seung Cheon has to decide which of his two possible futures is worth keeping. (Source: Webtoons.com)~~ Adapted from the webtoon ""The Golden Spoon"" (금수저) by HD3.",1903.0,658.0,8.1,7.7,9.0,5.6,7.5,12.0
The King of the Desert,2022.0,ca4f025727da486aabc3857699b2c7f3,Others,Others,6.0,1560.0,12/16/2022,12/16/2022,Friday,Others,15+ - Teens 15 or older,Tells the story of people who believe that money is everything and people who believe that money is not everything.(Source: Korean = Naver || Translation = MyDramaList) ,7005.0,7595.0,6.8,8.2,9.2,4.7,8.2,6.0
The King of Pigs,2022.0,a20effb587684b4cadeed6143db7b110,['Kim Dae Jin'],['Tak Jae Young'],12.0,3300.0,3/18/2022,4/22/2022,Friday,TVING,18+ Restricted (violence & profanity),"Two friends meet up and recall their experiences as victims of school bullying when they receive a message from a friend from 20 years ago and mysterious serial killings begin to occur. Kyung Min lives with the trauma of the school violence he experienced twenty years ago and an unexpected case causes his suppressed emotions to reappear. Meanwhile, Detective Jong Suk receives a mysterious message sent from a friend from 20 years ago which reminds him of the school violence that took place back then. Chasing the mysterious message, he tries to put a stop to the murders.Through these characters with tragic fates, the drama touches on the origin of school violence and the bullying that pervades modern society. (Source: AsianWiki)~~ Adapted from the animated film ""The King of Pigs"" (돼지의 왕) by Yeon Sang Ho (연상호), based on a true story.",231.0,1197.0,9.1,9.3,9.7,8.4,9.5,18.0
The Killer's Shopping List,2022.0,dd5f64b4028945a6b8a8f0eaab4c2147,['Lee Eon Hee'],['Han Ji Wan'],8.0,3900.0,4/27/2022,5/19/2022,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"Despite having an excellent memory, Ahn Dae Sung has yet to pass his civil service examination. Studying to become a ninth grade public official, Dae Sung has taken the exam three years in a row and failed every single time. Even so, his determination remains strong and with the never ending support of his mother, Myung Sook and his girlfriend, Ah Hee, Dae Sung is convinced that the next time he takes this exam, he won’t fail.Working part-time at the convenience store his mother owns on the outskirts of Seoul, Dae Sung’s life takes an unexpected turn when a murder takes place at an apartment building nearby. As a police officer, Ah Hee feels it’s her duty to solve this case and thus begins an investigation of the murder on her own. Despite not being an official detective, she soon makes a shocking discovery. Finding a receipt from Myung Sook’s store at the scene of the crime, Ah Hee pulls Dae Sung and his mother into the investigation.With no other clues to go on, Ah Hee, Dae Sung, and Myung Sook are determined to find a way to crack this case. But how can a team of rookies catch a murderer when the pros on the job have yet to find a single clue?(Source: Viki)~~ Adapted from the novel ""The Killer's Shopping List"" (살인자의 쇼핑목록) by Kang Ji Young (강지영).",1737.0,1381.0,8.0,8.7,9.1,6.9,8.5,7.0
Kiss Sixth Sense,2022.0,aea89f18609e4274b07d2d04446b17c9,['Nam Ki Hoon'],['Jeon Yoo Ri'],12.0,4200.0,5/25/2022,6/29/2022,Wednesday,Disney+ Hulu,15+ - Teens 15 or older,"Hong Ye Sool, the best account executive on Planning Team 1 at Zeu Ad is making her way up as a project manager. She has one secret: she can see the future when she kisses someone. One day, after Ye Sool's lips accidentally meet the lips of her evil team chief Min Hoo, she sees herself in bed with him in the future. While Ye Sool is confused with her future, her ex-boyfriend Pil Yo shows up to work on a new project together and offers Yesool to go on a date with him three times. This romantic office comedy revolves around Ye Sool, whose primary focus is work.(Source: Disney+) ~~ Adapted from the web novel ""Kiss Sixth Sense"" (키스식스센스) by Gatnyeo (갓녀).",1896.0,804.0,6.9,6.7,7.8,5.0,7.0,12.0
The Good Detective Season 2,2022.0,e17a7d708e2844ec8b820ce915885fe6,['Jo Nam Gook'],['Choi Jin Won'],16.0,4200.0,7/30/2022,9/18/2022,"Saturday, Sunday",ENA jTBC,15+ - Teens 15 or older,"Kang Do Chang and Oh Ji Hyuk are detectives in the South Korean port city of Incheon. But they are polar opposites: While the former is a grizzled veteran of almost two decades who uses his experience and personal connections to crack cases, Oh Ji Hyuk is his foil. Instead, he is cool, calculating, and prefers to delve into criminals’ minds to look for clues. The duo has formed an unlikely partnership, but they will need to pool all of their skills if they are to crack their toughest case yet.Troubles begin when they investigate a savage beating at a seedy underground club – as well as a serial killer who seems to have a fondness for preying on young women dressed in white. The mystery leads them to the TJ Group – a powerful family-run conglomerate. The family that runs the group appears to be at war with itself. And amid all the chaos, a number of key players emerge, including Cheon Na Na and the TJ legal chief Woo Tae Ho. (Source: Viki)",1685.0,2270.0,6.8,7.6,9.3,5.9,7.8,4.0
The Interest of Love,2022.0,03a6fb0ecaed4b8cb1ab4e6afe7d371d,['Jo Young Min'],"['Lee Hyun Jung', 'Lee Seo Hyun']",16.0,4200.0,12/21/2022,2/9/2023,"Wednesday, Thursday",jTBC Netflix,Not Yet Rated,"Takes place at Nara Bank’s Yeongpo branch, which is celebrating the 99th anniversary of its foundation. The story focuses on the scandalous office romance between the characters Ha Sang Soo, Ahn Soo Young, Park Mi Kyung, and Jung Jong Hyun.Ha Sang Soo, the senior head of the comprehensive consultation team at Nara Bank’s Yeongpo branch. Ha Sang Soo has had this position for three years already, and he is a handsome, intelligent, and sturdy person who will not waver in the face of life’s difficulties. Although he is an upright character, Ha Sang Soo is not cold or too formal but rather warmhearted with a humorous side. Not to mention, he has an athletic form fit for a national athlete rather than a bank employee. He entered his job as the top employee from Nara Bank’s training center, so he is very popular but also the source of envy for many others.Ahn Soo Young is a fourth-year chief bank teller atNara Bank’s Yeongpo branch. Known as the goddess of Yeongpo branch, she possesses gorgeous looks and a sweet voice. She started off as a part-time teller and is now a fourth-year chief, but she seems to be forever stuck at that level.Park Mi Kyung comes from a rich family. She is self-assertive and quite open about her feelings. When she has someone that she likes, she makes that person join her side no matter what. She enters a relationship that doesn't go as she wishes.Jung Jong Hyun is studying for an exam to become a police officer. He has a personality that drives him do his best in everything. He lives in a harsh situation.(Source: Naver, Soompi, Asianwiki)~~ Adapted from the novel ""Sarangui Ihae"" (사랑의 이해) by Lee Hyuk Jin (이혁진).",8348.0,1024.0,8.2,5.6,7.6,3.2,5.6,30.0
Kissable Lips,2022.0,9245d89cad664003a60362091077fe3e,['Yang Kyung Hee'],['Lee Yeon Joo'],8.0,660.0,2/3/2022,2/25/2022,"Thursday, Friday",Others,13+ - Teens 13 or older,"A sweet and bloody campus romance between Jun Ho, a vampire who is walking the path of extinction, and Min Hyun, a human with pure blood.Jun Ho is a vampire who is about to die. To survive, he will need to drink pure blood and thus become a human. One day, while searching for this pure blood, he meets Min Hyun, a human with pure blood. But another vampire named Hae Soo, who knows about Jun Ho's past traumas, causes Min Hyun and Jun Ho to fall out.Living a normal life as a human and protecting Min Hyun, what will Jun Ho have to face?(Source: BLUPDATE2022 on Twitter, boyslovetv on Instagram)",8603.0,473.0,6.2,5.5,7.5,3.9,5.9,14.0
Curtain Call,2022.0,7dbc6cbd339f4e3c91f686436b97fe70,['Yoon Sang Ho'],['Jo Seong Geol'],16.0,3600.0,10/31/2022,12/27/2022,"Monday, Tuesday",KBS2 Viki,13+ - Teens 13 or older,"Ja Geum Soon was born in 1930 in what is now North Korea. When the Korean War broke out in the 1950s, she escaped to what is now South Korea – and was torn away from her husband and young child. She dreamed of being reunited with them, so she founded a hotel that she hoped would become a metaphorical lighthouse – and bring her lost family back to her. This hotel became the successful Nakwon hotel chain.Now, Ja Geum Soon is approaching the end of her life, and she dreams of being reunited with the grandson she has never met: Im Moon Sung. Her ever-faithful assistant Jung Sang Cheol hatches a plan to help bring peace to the old woman before she dies – he will hire an actor to pose as Im Moon Sung. He seeks out Yoo Jae Heon, a struggling stage actor who has been playing a North Korean soldier in a theater performance. Yoo Jae Heon agrees. He is told to pose as a defector who has come to visit the old woman for a while before attempting to return to the North. However, it soon appears that he has bitten off more than he can chew. He also crosses paths with Park Se Yeon, Ja Geum Soon’s granddaughter – the woman who is running Nakwon... and has vowed not to allow it to fall into anyone else’s hands!(Source: Viki)",3637.0,1853.0,7.0,7.3,8.5,5.0,7.5,6.0
Color Rush Season 2,2022.0,d98c2e5fd8994b9f98c4aece701173ef,Others,Others,8.0,900.0,1/21/2022,1/21/2022,Friday,LINE TV Viki,15+ - Teens 15 or older,"Choi Yeon Woo is a high school student and a “mono” – a person who sees the world only in a dull and lifeless black and white. But for every mono, there is a “probe” – a kind of soulmate who allows the mono to see the world in vivid color. Yeon Woo’s probe was a boy named Yoo Han, and the two developed a beautiful friendship that blossomed into romance. But as their relationship intensified, mysterious goings-on suddenly got very unpleasant for Yeon Woo, who eventually found that Yoo Han had disappeared, with his mother also vanishing.Yeon Woo vows to do whatever it takes to track down his “probe” and his mother. A classmate named Se Hyun learns of Yeon Woo’s quest and resolves to help and protect him – as a close friendship develops between the two students. But Se Hyun hides a secret, and Yeon Woo could be about to discover the truth… Meanwhile, Yeon Woo is not alone – other monos are nearer than he might think, including a female mono who is looking for her own probe. And a TV producer is also on the scene, hoping to get to the bottom of the mono-probe mystery!(Source: Viki)~~ Adapted from the web novel ""Color Rush"" (컬러 러쉬) by Se Sang (세상).",8132.0,964.0,8.2,6.6,8.4,5.5,7.5,17.0
The Empire,2022.0,0c85d30c5f1842e3817983e3573d728a,['Yoo Hyun Ki'],['Oh Ga Kyu'],16.0,3600.0,9/24/2022,11/13/2022,"Saturday, Sunday",jTBC ViuTV,15+ - Teens 15 or older,Depicts the vulgar scandals of Korea’s nobles of the robe (whose rank came from holding judicial or administrative posts) who dream of hereditary succession. Han Hye Ryul is the chief of the special division of the Seoul Central District Prosecutors’ Office. Han Hye Ryul is from a family of judicial workers who has had wealth and power for three generations. She is an ambitious figure who is not satisfied with her current position and aims to become a prosecutor general or someone higher up the ladder.,7492.0,5693.0,7.5,7.8,8.3,6.8,6.8,9.0
Crazy Love,2022.0,3591b9c6214a48c4b7cda260f703dfdc,['Kim Jung Hyun'],['Kim Bo Gyeom'],16.0,3900.0,3/7/2022,4/26/2022,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"No Go Jin is the most popular mathematics instructor in the private education field and the CEO of GOTOP Education. Even though he has only a high school level education, he has achieved all of his success due to his extreme intelligence. He seems like a perfect man with a handsome appearance, high IQ, and wealth. He is also narcissistic. One day, he is suddenly warned that he will be murdered.Lee Shin A works as No Go Jin’s secretary. She is a diligent and responsible employee. Due to her quiet and introverted personality, she has little presence with her boss No Go Jin and her colleagues at work. Her colleagues begin to recognize her, because she has worked for the notorious No Go Jin for more than 1 year. She then learns that she does not have much time left to live.(Source: AsianWiki)",1153.0,333.0,9.2,9.4,9.7,9.1,9.6,31.0
Never Give Up,2022.0,abc18948fdca4edb8e246a28b0619608,['Choi Do Hoon'],"['Son Geun Joo', 'Lee Hae Ri']",16.0,4320.0,5/4/2022,6/23/2022,"Wednesday, Thursday",ENA Genie TV,15+ - Teens 15 or older,"Depicts the bromance of Goo Pil Soo, a breadwinner in his 40s who dreams for his second heyday, and Jung Seok, a genius in his 20s who dreams of his own start-up company. The drama will realistically portray relatable stories, including the recent social and education problems and the employment and start-up wars. At the same time, it will draw a harmony between different generations and create a warm comedy drama that everyone can sympathize with and watch comfortably.",2398.0,4204.0,6.8,8.4,8.3,7.2,8.2,1.0
My Liberation Notes,2022.0,71d79b59f4744377a669552542d72d2a,['Kim Seok Yoon'],['Park Hae Young'],16.0,4020.0,4/9/2022,5/29/2022,"Saturday, Sunday",jTBC Netflix,15+ - Teens 15 or older,"Set in Sanpo Village where more people leave than remain, the three Yeom siblings, Chang Hee, Mi Jung, and Ki Jung, wish to escape from a life rife with uncertainty. A mysterious man, Mr. Goo, moves into their neighbourhood. He is a drunkard with the look of someone with many burdens and secrets. His cautious personality and preference for keeping to himself make him the subject of gossip. Mi Jung, the youngest and most timid Yeom sibling, decides to approach him. (Source: Namu Wiki, Pinkvilla)",317.0,306.0,8.8,8.8,9.5,7.6,8.6,34.0
The Secret House,2022.0,4028cee20f2d4108aa71a24b8361a3dc,['Lee Min Soo'],['Won Young Ok'],124.0,1800.0,4/11/2022,10/10/2022,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"A lawyer who is chasing traces of his missing mother walks into the secret surrounding him in order to fight the world. Woo Ji Hwan is a lawyer who has a secret he needs to hide in front of his family’s misfortune. Woo Ji Hwan’s first love is surgeon Baek Joo Hong. Nam Tae Hyung is a conceited prosecutor who has perfect life conditions such as money, skills, and family.(Source: Soompi || Edited by MyDramaList)",52145.0,6017.0,6.8,8.1,8.1,5.8,7.5,4.0
Desperate Mr. X,2022.0,27a3c07fbcac45c29a6c5f0daac89eda,['Kim Jung Hoon'],['Kwak Kyung Yoon'],6.0,2280.0,9/2/2022,9/9/2022,Friday,Others,15+ - Teens 15 or older,"A hyperrealistic comedy-drama depicting the crisis of each generation living in the present era. It tells the story of a simpleton, Mr. A, who suddenly has to struggle to survive after being faced with a three-tier combo, being urged to resign, going from rags to riches, and facing the realities of aging.(Source: HanCinema)~~ Adapted from the essay ""I'm An Old Man, It Hurts"". ",48231.0,7674.0,1.0,7.5,7.5,4.5,7.5,0.0
Chart Running Scholar,2022.0,83543621097c4be59a42eeff293156e0,['Lee Si Young'],['Sung Sang Min'],6.0,840.0,11/8/2022,12/13/2022,Tuesday,Others,Not Yet Rated,"A time-slip stock romance that takes place when a scholar of the Joseon Dynasty, An Ta, meets Min Ji, an MZ generation office worker, and discovers his talent for stock investment that he did not know.(Source: Hancinema) ",53555.0,11452.0,5.0,7.0,7.5,6.0,7.0,2.0
New Love Playlist,2022.0,28ead17fd9c840459f25987f97212026,['Kang Min Kyung'],['Choi Yo Ji'],12.0,900.0,11/18/2022,12/28/2022,"Wednesday, Friday",Viki,13+ - Teens 13 or older,“New Love Playlist” will tell the story of college students during the COVID-19 pandemic and how they deal with feelings of love in such an unimaginable and difficult time.,5067.0,4789.0,7.4,7.0,8.1,4.8,6.2,0.0
The Director Who Buys Me Dinner,2022.0,d6f2eb3a6fb7426587a69d9ea607ec68,['Yang Kyung Hee'],['Son Yi Seul'],10.0,900.0,12/15/2022,1/12/2023,Thursday,iQiyi,13+ - Teens 13 or older,"Hundreds of years ago, a child was named after god and was cursed. After 4 reincarnations he finds his love in the form of an employee of his company, a man! If they don't date, they die!""We have to date. If we don't, we die.""Dong Baek is one of the newest employees at Min Entertainment. His director, Yu Dam, is absolutely perfect in every way. Yet, Dong Baek thinks his director has lost his mind... What do you mean the director has lived three lives and because of that he wants to date? What's going on?(Source: Boylovetv on Instagram, Goodreads)~~ Adapted from the webtoon ""The Director Who Buys Me Dinner"" (밥만 잘 사주는 이상한 이사님) written by Toesa (퇴사) and illustrated by Yang Eun Ji (양은지).",6529.0,679.0,7.5,7.6,8.5,6.5,7.7,15.0
The Sound of Magic,2022.0,02623ccbcf0f4bf691906e03fdf681ea,['Kim Seong Yoon'],['Kim Min Jung'],6.0,4200.0,5/6/2022,5/6/2022,Friday,Netflix,15+ - Teens 15 or older,"High school student Yoon Ah Yi finances herself and her younger sister by working part-time jobs. She doesn't know where her parents are. Debt collectors drove her father away from home—and then her mother fled too. But even with her poor financial circumstances, Yoon Ah Yi manages to rank near the top of her school academically. Yoon Ah Yi wants to become an adult as soon as possible, to have a stable job. Her classmate Na Il Deung competes with Yoon Ah Yi for the top grade, but they begin to have feelings for each other. One day, Yoon Ah Yi meets magician Lee Eul at an abandoned amusement park. He performs magic shows for people who believe in magic. He is a mysterious person; he comforts Yoon Ah Yi who tells him that she believes in magic.(Source: AsianWiki || Edited by MyDramaList)~~ Adapted from the webtoon ""Annarasumanara” (안나라수마나라) by Ha Il Kwon (하일권).",1019.0,192.0,8.8,8.5,9.2,7.0,8.7,37.0
Life After One Minute,2022.0,40548083bd0e4a06bf7ed7229cfdb04e,Others,Others,4.0,480.0,3/1/2022,4/17/2022,Tuesday,Others,Not Yet Rated,The story of Lee Segye who can see one minute into the future and Ha Nabi who caught his eye. (Source: TabbyCallie at MyDramaList) ,7656.0,8781.0,7.5,7.5,8.0,3.5,7.0,2.0
The New Employee,2022.0,6b6da65381a7445db16949e0112202a3,['Kim Jho Kwang Soo'],Others,7.0,1200.0,12/21/2022,2/1/2023,Wednesday,Others,15+ - Teens 15 or older,"Seung Hyun is a virgin guy in his late twenties. A late bloomer, he finally manages to score the internship of his dreams. On his first day at work, he runs into the handsome yet cold Kim Jong Chan. Who is he? Just Seung Hyun's new boss! Will the two be able to keep their hands off each other at work?(Source: BL Series News Instagram)~~ Adapted from the web novel ""The New Employee"" (신입사원) by Moscareto (모스카레토).",6343.0,818.0,7.3,7.2,8.2,6.5,7.7,11.0
Cheer Up,2022.0,c9c1daba2db14348b0c28ec4cdc9dd50,['Han Tae Seob'],['Cha Hye Won'],16.0,4200.0,10/3/2022,12/13/2022,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"The bright and diligent Do Hae Yi is a student at Yeonhee University. Because of her family's poor financial situation, she places a priority on making money rather than school. One day, Do Hae Yi suddenly joins the cheering squad Theia which has existed for 50 years at Yeonhee University. She only joins the club for money, but while participating in the cheering squad, Do Hae Yi starts experiencing the joy of campus life and meets various people from Theia including Bae Young Woong, who was once a member of Theia and he is an alumnus of Yeonhee Univers, supporting the cheering squad financially and emotionally.  (Source: AsianWiki; edited by MyDramaList)",5420.0,498.0,7.9,6.3,8.3,5.0,7.0,11.0
Cherry Blossoms After Winter,2022.0,56a6e3ed5ee74fceada4554cbdea37ec,['Yoon Joon Ho'],Others,8.0,1500.0,2/24/2022,4/14/2022,Thursday,Viki,15+ - Teens 15 or older,"The death of his parents forces a seven-year-old boy named Seo Hae Bom to move in with an adoptive family who have a young son of the same age named Jo Tae Seong. Seo Hae Bom is in awe of Jo Tae Seong – he considers the boy to be everything that he is not: tall, handsome, popular, caring, and worthy of love and attention. The diminutive Seo Hae Bom thinks himself inferior and is humbled by the kindness of the family that took him in.Things become slightly different for the duo, however, after Seo Hae Bom and Jo Tae Seong end up in the same high school class. All of a sudden, they are spending more time than ever together at home and at school. An unexpected romantic spark ignites between the two – but what will Cupid have to say about all this?(Source: Viki)~~ Adapted from the webtoon ""Cherry Blossoms After Winter"" (겨울 지나 벚꽃) by Bam Woo (밤우).",3252.0,307.0,6.9,6.5,6.7,5.2,6.9,16.0
A Shoulder to Cry On,2023.0,9fac512793284ba0bcbaefbdce239691,Others,['Kang Jae Hyun'],7.0,1800.0,3/15/2023,3/29/2023,"Tuesday, Wednesday",Others,15+ - Teens 15 or older,"At school, Lee Da Yeol spends most of his time living as an outsider. Not popular by any stretch of the imagination, Da Yeol’s only real joy comes from his time spent with the archery club. A talented archer whose skills have earned him a scholarship to the school, Da Yeol doesn’t mind being an outsider, so long as he’s free to pursue his greatest passion. But an ill-timed run-in with a devilishly handsome classmate lands him in trouble and places his precious scholarship in jeopardy.One of the school’s most popular students, Jo Tae Hyun has always enjoyed a level of freedom that very few high school students have ever attained. Able to get away with practically anything, the entire school has no problem believing his side of the story when he’s caught fooling around in the nurse’s office with another student and Da Yeol. Claiming Da Yeol was trying to make out with him, Tae Hyun thoughtlessly puts the archer’s scholarship at risk. Desperate to correct the misunderstanding, Da Yeol does everything he can to try to quell the rumors but no matter how hard he tries, it’s just not enough.Completely unremorseful about what he’s done, Tae Hyun seems to take a wicked sort of delight in doing everything he can to make Da Yeol’s life miserable; his favorite method being to follow Da Yeol everywhere. Unable to shake Tae Hyun, Da Yeol spends his days loathing his shadow but the more time he spends with him, the more conflicted his feelings become; leaving him to wonder, where exactly does the line between hate and love end?(Source: Viki)~~ Adapted from the manhwa ""A Shoulder to Cry On"" (소년을 위로해줘) by Dong Mul (동물).",4105.0,560.0,8.3,7.6,7.8,6.3,7.7,20.0
Crash Course in Romance,2023.0,247b9e25c4dc485b872874728c58de78,['Yoo Je Won'],['Yang Hee Seung'],16.0,4500.0,1/14/2023,3/5/2023,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"After retiring from her career as a national athlete, Nam Haeng Sun now owns a humble side dish store. Her cheerful personality and boundless energy catch the attention of Choi Chi Yeol, a popular and hardworking private instructor known as the ""1 Billion Won Man."" Despite his reputation, Choi Chi Yeol has become increasingly aloof and irritable due to his growing success.As Nam Haeng Sun embarks on a new career in the private education field, she unexpectedly finds herself drawn to Choi Chi Yeol. Though they have very different teaching styles, their shared passion for education brings them closer together. As they work alongside each other, they begin to discover a deeper connection that blossoms into a romance.However, their relationship is not without challenges. As they navigate the ups and downs of their personal and professional lives, they must learn to confront their own shortcomings and trust in each other's strengths. Will their love be enough to overcome the obstacles in their path?(Source: CK Warrior at MyDramaList)",585.0,244.0,6.3,7.3,8.0,4.5,6.9,27.0
Island Part 2,2023.0,43ba2a24cdfb4432813ae5b62bc0afcf,['Bae Jong'],['Jang Yoon Mi'],6.0,2700.0,2/24/2023,3/10/2023,Friday,Amazon Prime TVING,15+ - Teens 15 or older,"Won Mi Ho is the only child of a father who runs the Daehan Group. She is arrogant and selfish, but she also looks sad. One day, she makes big trouble. Because of this, her father banishes her to Jeju Island. She is assigned to work there as a high school teacher. She teaches ethics.Meanwhile, Won Mi Ho gets involved in a case related to ghosts. The ghosts have sought to get rid of the human world. They target Won Mi Ho. A mysterious ghost hunter tries to protect Won Mi Ho.(Source: AsianWiki)~~ Adapted from the webtoon ""Island"" (아일랜드) written by Yoon In Wan (윤인완) and illustrated by Yang Kyung Il (양경일).",2248.0,1060.0,7.5,7.2,8.9,5.6,7.6,9.0
Queenmaker,2023.0,df60bafa9d4e48fe892e5a3224ee95a4,['Oh Jin Suk'],['Moon Ji Young'],11.0,4020.0,4/14/2023,4/14/2023,Friday,Netflix,15+ - Teens 15 or older,"After a tragic accident, a powerful fixer uses her skills to transform a civil rights lawyer into the next mayor — and take down her former employer.Hwang Do Hee is a skilled career woman who hasn’t come down from her 12 centimeter (approximately 4.7 inch) high stilettos for the past 12 years. She’s the best in her field of President Identity (PI) consulting and is the leader of the Strategic Planning Office at Eunsung Group, the third largest domestic business. By analyzing the appearance, voice tone, habits, preferences, rumors, and fatal weaknesses of the Eunsung Group’s owner’s family, she is able to perfectly present them in a way that reduces owner risk. Despite all her hard work in this field, she overcomes adversity to work towards making Oh Kyung Sook the mayor of Seoul.Oh Kyung Sook is a labor rights lawyer nicknamed “crazy rhinoceros.” For the past 20 years, Oh Kyung Sook hasplowed through like a “rhino’s horn” for common people and workers and is a self-proclaimed Korean Lady of Justice. She is the president of the Women’s Worker Association, Korean Women’s Human Rights Wave, and leader of the Worker’s Solidarity with Rights foundation, proving her charm as a powerful female lead who stops at nothing to protect the weak. As a current labor rights lawyer and a popular YouTuber, Oh Kyung Sook has no interest in authority, but thanks to the help of “Queen Maker” Hwang Do Hee, she becomes determined to become the mayor of Seoul.These two women who used to lead starkly different lives leave everything they know behind to combine forces and create a just and truthful world.(Source: Soompi, Netflix)",1192.0,2406.0,6.7,8.5,9.2,6.7,8.0,6.0
